conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,knowledge,sector-specific,matériel de laboratoire,équipements de laboratoire,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les outils et équipements utilisés par les scientifiques et les autres professionnels dans un laboratoire.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/35f1f02e-f1b9-44a2-92d3-032a16fe586e,skill/competence,sector-specific,travailler avec les usagers sous traitement médicamenteux,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Travailler avec les usagers qui utilisent des médicaments prescrits sur ordonnance et d’autres médicaments.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36065f25-3bbe-4a5c-a0fe-5623ad4b20df,knowledge,occupation-specific,artisanat,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Techniques utilisées pour concevoir les produits faits à la main.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3606bf22-1987-4356-b8c4-13e89d8f6c69,skill/competence,sector-specific,interpréter des données d’extraction,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Traiter et interpréter des données d'extraction et envoyer un retour d’information aux équipes de développement, appliquer les connaissances acquises à des activités opérationnelles concrètes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/360bad99-6286-4db4-aefc-e3be77b5c978,skill/competence,cross-sector,proposer une assurance assistance voyage,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Promouvoir et vendre une assurance destinée à couvrir les frais médicaux, la défaillance financière des agences de voyage et les autres sinistres qui surviennent lors d’un voyage effectué à l’intérieur du pays ou à l’étranger."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/360c095b-b086-4613-a909-c12469f50364,skill/competence,cross-sector,contrôler des feuilles de verre,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspecter les feuilles de verre tendues afin de détecter les imperfections éventuelles, telles que des boursouflures ou des pierres, en signalant les feuilles de verre défectueuses."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/360e089b-e317-4d28-b3f4-d22c6a6cd50c,skill/competence,sector-specific,faire fondre des métaux de joaillerie,,,released,2016-12-20T17:56:18Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Chauffer et faire fondre les matériaux de joaillerie; les verser dans des moules afin de mouler les modèles de bijoux. Utiliser du matériel de fabrication de joaillerie tel que des clés, des pinces ou des presses."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/360e1c45-d335-4a19-b717-e1932927a72b,skill/competence,sector-specific,gérer la livraison de matières premières,,,released,2020-06-15T08:45:19.849Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Réceptionner les matières premières provenant des fournisseurs. Vérifier leur qualité et leur conformité par rapport à la commande et les transférer dans l’entrepôt. Veiller à ce que les matières premières soient correctement stockées jusqu’à ce qu’elles soient nécessaires au service de production.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3625aaa5-84ab-43bc-98cf-82e21ffcea12,skill/competence,cross-sector,reprendre le contrôle des pédales,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utilisez une pédale de frein, d'accélérateur ou d'embrayage supplémentaire destinée au moniteur, placée au niveau du siège passager d'un véhicule, afin de neutraliser les pédales du conducteur et de reprendre le contrôle."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/362e01a8-3f99-4d1a-96f7-ce69f9f7e39f,skill/competence,sector-specific,fournir des équipements de protection contre les maladies infectieuses,,,released,2024-03-01T11:55:39.644Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mettre à la disposition de tiers des équipements de protection individuelle contre les maladies infectieuses, tels que des masques, des gels pour les mains et des gants.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,skill/competence,sector-specific,associer les communautés locales à la gestion des zones naturelles protégées,,,released,2024-02-26T15:43:39.343Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Établir une relation avec la communauté locale de destination afin de réduire au minimum les conflits en soutenant la croissance économique des entreprises touristiques locales et en respectant les pratiques traditionnelles locales.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3635b5e3-bdaa-449e-ade4-2973e0a3aba6,skill/competence,occupation-specific,élaborer des dossiers de renseignement militaire,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Analyser des informations et élaborer des dossiers de renseignement militaire en mettant en perspective divers types d’informations avec d’autres sources de renseignement.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/363e30cf-b3ec-4b3f-b02c-ac77a5902d15,skill/competence,sector-specific,définir des stratégies d'import-export,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Élaborer et planifier des stratégies d’importation et d’exportation, en fonction de la taille de l’entreprise, de la nature de ses produits, de son expertise et de ses conditions commerciales sur les marchés internationaux."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36404bb8-ecce-4afc-88bc-78ebd45c4b90,skill/competence,sector-specific,anticiper les problèmes prévisibles sur la route,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Anticiper les problèmes potentiels sur la route, tels que les crevaisons, les courses-poursuites, le sous-virage ou le survirage."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/364b3628-c750-436a-8f5c-1a75dd5c6648,skill/competence,cross-sector,se tenir informé des dernières parutions de livres,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Se tenir informé des titres et parutions d’ouvrages d'auteurs contemporains récemment publiés.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36500a31-3204-45b2-bf75-5cfe06d9cea2,skill/competence,sector-specific,utiliser la gestion thermique,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Fournir des solutions de gestion thermique pour la conception de produits, le développement de systèmes et les dispositifs électroniques utilisés pour protéger les systèmes et applications de haute puissance dans des environnements difficiles. Ces solutions peuvent ensuite faire l’objet d’une collaboration avec les clients ou d’autres ingénieurs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3652c7df-362c-4b44-a193-52713c566106,knowledge,occupation-specific,styles de nage,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Les différents styles et techniques de natation, tels que crawl, brasse et dos crawlé."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36543682-5f95-4cac-9eb8-8d9990b00820,skill/competence,sector-specific,vendre des revêtements de sol et de mur,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Vendre des tapis, des rideaux, des échantillons de linoléum et des moquettes de manière attrayante, de sorte que les clients soient incités à acheter."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3654eff3-5056-4728-87ab-d9c0d34e589e,skill/competence,occupation-specific,effectuer le polissage des restaurations dentaires,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Entretenir les restaurations dentaires en métal, en or ou en amalgame en les polissant afin d’atténuer les effets de la corrosion de surface et de conserver l’aspect esthétique de la restauration, selon les directives du dentiste et sous sa supervision."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36570124-e778-4213-862e-c4059eb5c224,skill/competence,cross-sector,évaluer la situation financière d'un débiteur,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Évaluer la situation pécuniaire de la partie défaillante en évaluant ses revenus et ses charges personnelles, et le bilan qui inclut la valeur du logement, du compte bancaire, du véhicule et des autres biens."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36576c3d-2c7b-4755-bc67-ec1452470c98,skill/competence,sector-specific,équilibrer des pneus,,,released,2016-12-20T18:12:27Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mesurer l'équilibre statique et dynamique des pneus à l'aide de capteurs, d'équilibreuses statiques et d'équilibreuses à pivot, et effectuer le réglage en installant des poids sur la roue pour corriger tout déséquilibre et éviter les vibrations, le bruit et les oscillations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3658e07d-b459-4393-a9a8-fe83bce4815c,skill/competence,occupation-specific,gérer des stocks de cave,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Veiller à ce que les stocks des caves soient contrôlés régulièrement. Traiter les problèmes éventuels conformément aux procédures organisationnelles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3659c733-e366-4a2f-86c6-304ab01481cc,knowledge,sector-specific,théorie littéraire,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les différents genres littéraires et la manière dont ils s’intègrent dans des compositions spécifiques.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/365a6de0-49a4-44d5-ac01-ebf1c626fb22,skill/competence,occupation-specific,gérer la coordination entre les départements d’un établissement hôtelier,"superviser la coordination entre les services d’un hôtel
gérer la coordination entre les services d’un hôtel
superviser la coordination entre les départements d’un établissement hôtelier",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Assurer le suivi et la coordination des départements d’un établissement hôtelier et maintenir une communication régulière avec les responsables de département.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/365c74da-c38d-42d7-ac9c-747e2e401dca,knowledge,occupation-specific,méthodes de suivi des stocks de carburant,"techniques d'inventaire de carburant
procédures de mesure de l'inventaire des combustibles
approches en matière d'inventaire des combustibles
processus d'évaluation des stocks de carburant
méthodes de jaugeage des combustibles
méthodologies d'inventaire des combustibles
approches d'inventaire de carburant
méthodes de mesure du carburant
moyens de jauger l'inventaire des combustibles
pratiques en matière d'inventaire des combustibles
pratiques d'inventaire de carburant
processus de mesure de l'inventaire des combustibles
techniques d'inventaire des combustibles
techniques utilisées pour évaluer l'inventaire des combustibles
processus de jaugeage de l'inventaire des combustibles
méthodes de jaugeage de l'inventaire des combustibles
procédures d'inventaire des combustibles",,released,2023-02-22T19:35:21.977Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les procédures de jaugeage des vessies de carburant à l'aide d'un bâton de jaugeage du pétrole.
